곡 세부 장르 리스트,발매일,앨범 명,앨범 ID,아티스트 ID 리스트,곡 제목,곡 장르 리스트,아티스트 리스트,곡 ID,대분류str
"['GN1601', 'GN1603', 'GN1614']",20080211,"Brahms : Symphony No.4 / Hungarian Dances Nos.2, 4-9",368004,[230499],"브람스 : 교향곡 4번 E Minor, Op.98 - III. Allegro Giocoso",['GN1600'],['Marin Alsop'],54323,GN1600
"['GN1601', 'GN1613', 'GN1606']",20150611,사랑하는 내 아이를 위한 태교 클래식 Vol.3,2323315,[2727],Clementi : Monferrina In Mi Bemolle Maggiore In E-Flat Major Wo17,['GN1600'],['Various Artists'],513255,GN1600
"['GN1601', 'GN1606']",20060620,"Mozart : Piano Sonatas, Violin Sonatas, Piano Duets & Piano Works",324341,[197915],Violin Sonata No.33 in E flat major K481 : I Molto allegro,['GN1600'],['Mozart 250 Anniversary'],520370,GN1600
"['GN1601', 'GN1606']",20150406,"루이뮤직 - 베토벤 피아노 소나타 전곡 No.11,12,13,14,15,16",2312419,[762441],Piano Sonata No.11 In B Flat Major Op.22 - II. Adagio Con Molto Espressione (피아노 소나타 11번 내림 나장조 작품번호 22 - 2악장),['GN1600'],['루이뮤직'],457727,GN1600
"['GN1601', 'GN1602', 'GN1613']",20180216,Debussy: Complete Chamber Music,4442869,"[346835, 29488, 349012]","Debussy: Sonata for Flute, Viola and Harp, L. 137 - 2. Interlude",['GN1600'],"['Wolfgang Schulz', 'Wolfram Christ', 'Margit-Anna Suss']",32762,GN1600
"['GN1601', 'GN1615', 'GN1607']",20090901,Giovanni Battista Pergolesi - Stabat Mater,111697,[32748],Quando Corpus Morietur (Stabat Mater),['GN1600'],['Barbara Hendricks'],604637,GN1600
['GN1601'],20141110,Beethoven: Complete Piano Sonatas,190286,[3098],"Beethoven: Piano Sonata No.11 In B Flat, Op.22 - 4. Rondo (Allegretto) (2013 Recording)",['GN1600'],['Maurizio Pollini'],278588,GN1600
"['GN1601', 'GN1603', 'GN1614']",20120702,Brahms: Symphonies Nos.1 & 3,2133647,"[29132, 104786]","Brahms: Symphony No.1 In C Minor, Op.68 - 3. Un poco allegretto e grazioso",['GN1600'],"['Herbert Von Karajan', 'Berliner Philharmoniker']",174573,GN1600
"['GN1601', 'GN1613', 'GN1606']",20170531,아기 자장가를 위한 포근한 클래식 베스트,10066750,[2727],Massenet : Thais - Meditation (마스네 : 타이스 - 명상곡),['GN1600'],['Various Artists'],75873,GN1600
"['GN1601', 'GN1613', 'GN1605']",20110112,Niccolo Paganini Violin Concertos Edition,1137656,[2727],Paganini : Violin Concerto No.5 In A Minor - III. Rondo (파가니니 : 바이올린 협주곡 5번 가단조 - 3악장),['GN1600'],['Various Artists'],143791,GN1600
"['GN1601', 'GN1615', 'GN1610']",19950000,21 Leider,300099,[3101],"Schubert : Du Bist Die Ruh D776 - Du Bist Die Ruh, Der Friede Mild",['GN1600'],['Dietrich Fischer-Dieskau'],242387,GN1600
"['GN1601', 'GN1614', 'GN1603']",20170616,"Andre Cluytens - Complete Mono Orchestral Recordings, 1943-1958",10071647,[35637],Bizet : Symphony In C Major WD.33 - III. Scherzo-Allegro (비제 : 교향곡 다장조 - 3악장),['GN1600'],['Andr&#233; Cluytens'],5876,GN1600
['GN1601'],20130528,Albinoni: Complete Oboe Concertos,2860439,[1194618],"Concerto in D Major for Violin and Strings, Op. 9 No. 7: I. Allegro",['GN1600'],"['Tanja Becker-Bender, European Chamber Soloists & Nicol Matt']",696674,GN1600
['GN1601'],20090626,Easy-Listening Piano Classics - Romantic Expressions,597152,[161915],Rachmaninov : Vocalise Op.34-14 (Arr. For Piano By Zoltan Kocsis) (라흐마니노프 : 보칼리제),['GN1600'],['Peter Nagy'],115866,GN1600
"['GN1601', 'GN1602', 'GN1614']",20150303,Air Force Blue,2321219,"[868770, 868771]","Holst : The Planets, Op.32 - I. Mars, The Bringer Of War [Arranged By Alfred Reed And Clark McAlister] (홀스트:  행성 , 작품번호 32-1 화성, 전쟁을 가져오는 자 [알프레드 리드와 클락 맥알리스터 편곡])",['GN1600'],"['The United States Air Force Band', 'Colonel Larry H. Lang']",119940,GN1600
"['GN1601', 'GN1614', 'GN1603']",20000207,Mahler : Symphony No.2 `Resurrection`,45502,[3116],Mahler : Symphony No.2 In C Minor `Resurrection` - Vf. Etwas Bewegter (말러 : 교향곡 2번 다단조 `부활` - 5f악장),['GN1600'],['Otto Klemperer'],186519,GN1600
"['GN1601', 'GN1615', 'GN1607']",20031104,Purcell : Dido & Aeneas / King Arthur / Dioclesian / Timon Of Athens / 3 Odes,101993,"[30991, 105956]",Purcell : Dioclesian Act.II - Ritornello,['GN1600'],"['Trevor Pinnock', 'The English Concert']",387971,GN1600
"['GN1601', 'GN1606']",20180629,William Youn / Isabelle Catherine Vilmar : Piano And Vocal Recital,10180610,[699248],Godowsky/Schumann : Myrthen Op.25 - Du Bist Wie Eine Blume (A Flower To Me Thou Seemest) (고도프스키/슈만 : 미르테의 꽃 작품번호 25 - 그대는 한 송이 꽃과 같이),['GN1600'],['윤홍천 (William Youn)'],430772,GN1600
"['GN1601', 'GN1606']",20190906,Debussy : Complete Piano Works Fantaisie For Piano And Orchestra & Songs,10325634,"[163665, 106021, 29543]",Debussy : Fantasy For Piano And Orchestra L.72a/L.73 - I. Andante-Allegro (Ed. Andre Jouve) (드뷔시 : 피아노와 오케스트라를 위한 환상곡 - 1악장),['GN1600'],"['Aldo Ciccolini', 'Orchestre De Paris', 'Jean Martinon']",28222,GN1600
"['GN1601', 'GN1606']",20190221,Sugar Piano 연주곡,10252838,[1459326],Mozart : Piano Sonata No.19 In D Major K.576 (모차르트 : 피아노 소나타 19번 라장조),['GN1600'],['Sugar Piano'],270517,GN1600
"['GN1601', 'GN1613', 'GN1606']",20160216,Horori Classic (눈물이 맺히는 클래식),2667187,[300072],Beethoven : Piano Sonata No.8 In C Minor Op.13 `Pathetique` - II. Adagio Cantabile (베토벤 : 피아노 소나타 8번 다단조 작품번호 13 `비창` - 2악장),['GN1600'],['Peter Rosel'],419891,GN1600
"['GN1601', 'GN1606']",20180329,봄과 어울리는 산뜻한 클래식 피아노 명곡 모음,10152870,[2112996],Albeniz : Suite Espanola No.1 Op.47 - VIII. Cuba (Notturno) (알베니스 : 스페인 모음곡 1번 작품번호 47 - 8번. 쿠바),['GN1600'],['편안한 클래식'],228968,GN1600
"['GN1601', 'GN1605']",19951002,Elgar & Dvorak : Cello Concertos,51180,"[30920, 162397, 104889]",Dvorak : Cello Concerto In B Minor Op.104 - III. Finale. Allegro Moderato (드보르작 : 첼로 협주곡 나단조 작품번호 104 - 3악장),['GN1600'],"['Jacqueline Du Pre', 'John Barbirolli', 'London Symphony Orchestra']",357478,GN1600
"['GN1601', 'GN1606']",20001106,Bach : Cello Suites,48373,[29220],"Bach : Suite No.2 In D Minor For Solo Cello, BWV.1008 - Gigue",['GN1600'],['Heinrich Schiff'],506410,GN1600
['GN1601'],20051128,"Variations : Part 1, Part 2",311989,[38913],Merry Christmas Mr. Lawrence,['GN1600'],['Maksim'],318646,GN1600
"['GN1601', 'GN1613', 'GN1606']",20150401,집중력을 위한 클래식 모음집,2311730,[2727],Joplin : The Entertainer (조플린 : 엔터테이너),['GN1600'],['Various Artists'],549170,GN1600
"['GN1601', 'GN1615', 'GN1607']",20110104,New Year`s Eve Concert - Highlights From Lehar`s `The Merry Widow`,1132453,"[345341, 105846]",Lehar : The Merry Widow - Tanz-Szene,['GN1600'],"['Christian Thielemann', 'Staatskapelle Dresden']",237517,GN1600
"['GN1601', 'GN1604']",20130611,Francis Poulenc : Chamber Music With Piano And Winds,2188402,[725867],Poulenc : Sonata For Oboe And Piano - I. Elegie (풀랑크 : 오보에와 피아노를 위한 소나타 - 1악장),['GN1600'],['금호아트홀 챔버 뮤직 소사이어티'],85053,GN1600
"['GN1601', 'GN1615', 'GN1607']",20140117,The Very Best Of Barbara Hendricks,2227617,"[32748, 164055, 346352]",Puccini : Gianni Schicchi - O Mio Babbino Caro (푸치니 : 잔니 스키키 - 오 사랑하는 나의 아버지),['GN1600'],"['Barbara Hendricks', 'Paavo Jarvi', 'Orchestre Philharmonique De Radio France']",449131,GN1600
"['GN1601', 'GN1606']",20160105,"겨울 클래식, January 2집",2660135,[927318],Boccherini : Minuet (보케리니 : 미뉴에트),['GN1600'],['Brodin Ray (브로딘 레이)'],676892,GN1600
"['GN1601', 'GN1606']",20130524,베토벤 - 미뉴엣 G장조 (Beethoven - Minuet In G),2186439,[686107],Beethoven : Minuet No.2 In G Major WoO.10 (베토벤 : 미뉴에트 2번 사장조),['GN1600'],['Classic Essay'],49838,GN1600
"['GN1601', 'GN1613', 'GN1606']",20150609,세상 모든 사람들을 감동시킨 클래식 Vol.5,2322787,[2727],Schumann : Piano Trio No.1 In D Minor Op.63 - IV. Mit Feuer (슈만 : 피아노 3중주 1번 라단조 작품번호 63 - 4악장),['GN1600'],['Various Artists'],513621,GN1600
"['GN1601', 'GN1613', 'GN1606']",20140104,즐거운 주말에 듣기 좋은 피아노클래식,2224461,[2727],Faure : Sicilienne Op.78 (포레 : 시실리안느 작품번호 78),['GN1600'],['Various Artists'],480461,GN1600
"['GN1601', 'GN1605']",20010821,Walton : Viola Concerto / Bruch : Concerto For Violin & Viola,311191,[10335],"Bruch : Concerto For Violin & Viola With Orchestra, Op. 88  Andante Con Moto (I)",['GN1600'],['Yuri Bashmet'],619140,GN1600
"['GN1601', 'GN1606']",20181120,크리스마스에 듣는 클래식 연주곡 베스트,10223922,[2402330],Mussorgsky : Pictures At An Exhibition - Promenade I (무소륵스키 : 전람회의 그림 - 산책 1),['GN1600'],['크리스마스 클래식'],695345,GN1600
"['GN1601', 'GN1606']",20170712,바하 평균율 1,10078547,[762441],Bach : The Well-Tempered Clavier Book I. Prelude And Fugue No.14 In F Sharp Minor BWV.859 (바흐 : 평균율 클라비어곡집 1권 전주곡과 푸가 14번 올림 바단조),['GN1600'],['루이뮤직'],632376,GN1600
"['GN1601', 'GN1613', 'GN1606']",20190128,따스함을 전하는 클래식 피아노 모음,10246365,[2727],Schubert : Serenade (슈베르트 : 세레나데),['GN1600'],['Various Artists'],336841,GN1600
"['GN1601', 'GN1615', 'GN1607']",20060103,Verdi: La Traviata,102911,"[266066, 205855, 100662, 32176]",Verdi : La Traviata / Act 1 - `Follie! Delirio Vano A Questo!` - `Sempre Libera` ,['GN1600'],"['Anna Netrebko', 'Rolando Villazon', 'Wiener Philharmoniker', 'Carlo Rizzi']",306028,GN1600
"['GN1601', 'GN1613', 'GN1606']",20061222,첼로의 꿈 바이올린의 향기,351167,[2727],"차이코프스키 : 사계 중 10월, 가을 노래",['GN1600'],['Various Artists'],629828,GN1600
"['GN1601', 'GN1615', 'GN1610']",20140723,오라토리오 메시아 하이라이트,2268781,"[32391, 779259, 779265, 779266, 779267, 779268, 779269]",Handel : Messiah HWV.56 Part.II - Chorus `The Lord Gave The Word` (헨델 : 메시아 2부 - 합창 `주 말씀하셨네`),['GN1600'],"['최훈차', '서림', '박지나', '조태진', '허남훈', '서울신학대학교 심포니 콰이어', '프라임 오케스트라']",555539,GN1600
"['GN1608', 'GN1601']",20071213,조수미 101,362159,[2089],Losing My Mind (From `폴리스`),['GN1600'],['조수미'],270690,GN1600
"['GN1601', 'GN1613']",20140825,수면 건강을 위한 자연의 클래식 명곡 모음집,185943,[2727],Alkan: Etude No.10 in G Flat Major Op.35,['GN1600'],['Various Artists'],469301,GN1600
"['GN1601', 'GN1602', 'GN1614']",20150512,Les Triomphes De Jean-Pierre Rampal ,2317820,[28275],Poulenc: Sonata for Flute and Piano: I. Allegro malincolico,['GN1600'],['Jean-Pierre Rampal'],88314,GN1600
['GN1601'],20081216,The Best Of The Best Pablo Casals,447253,[23458],Dvorak : Cello Concerto In B Minor Op.104 B.191 - II. Adagio Ma Non Troppo (드보르작 : 첼로 협주곡 나단조 작품번호 104 - 2악장),['GN1600'],['Pablo Casals'],258403,GN1600
"['GN1601', 'GN1603', 'GN1614']",20050000,Brahms : Symphony No.2 / Tragic Overture Op.81,75764,[1990],Brahms : Symphony No.2 In D Major Op.73 - IV. Allegro Con Spirito (브람스 : 교향곡 2번 라장조 작품번호 73 - 4악장),['GN1600'],['Daniel Barenboim'],64192,GN1600
"['GN1601', 'GN1613', 'GN1605', 'GN1606']",20150918,"삼둥이 클래식 : 대한, 민국, 만세와 함께하는 클래식 음악 여행, Part 2",2640614,[29110],Pachelbel : Canon In D Major (파헬벨 : 캐논 변주곡 라장조),['GN1600'],['Neville Marriner'],81305,GN1600
"['GN1701', 'GN1704']",20181228,New Sounds,10237213,[2560840],Moody&#39;s All Frantic,['GN1700'],['James Moody & His Modernists'],341610,GN1700
['GN1701'],20141119,홍키통크 랙타임 (Honky Tonk Ragtime) Vol.1,2291213,[762441],Perfect Rag,['GN1700'],['루이뮤직'],561305,GN1700
"['GN1701', 'GN1702', 'GN1706']",19980716,Bossa Carioca,30920,[2915],O Barquinho,['GN1700'],['Lisa Ono'],103656,GN1700
['GN1701'],20170405,Nightscape,10051794,[1230510],Nightscape,['GN1700'],['브라운초코'],665146,GN1700
['GN1701'],20100201,Blackmagic,2191535,[471664],Touch,['GN1700'],['Jos&#233; James'],195775,GN1700
"['GN1701', 'GN1702']",20150226,This Is Who I Am,2306144,[713767],Janus Road,['GN1700'],['이선경'],689756,GN1700
"['GN1701', 'GN1704']",20181116,1963: New Directions,10223423,[3292],Vilia (Take 3),['GN1700'],['John Coltrane'],44711,GN1700
"['GN1701', 'GN1706']",20171107,ラヴ·ソングス / Love Songs,10108772,[1957233],Softly as in a Morning Sunrise,['GN1700'],['Kyoko Satoh'],202483,GN1700
"['GN1701', 'GN1702']",20110422,Best Of Best,1256352,[27427],What A Difference A Day Made,['GN1700'],['Dinah Washington'],119272,GN1700
"['GN1701', 'GN1708', 'GN1710']",20131101,Best Of Swing Jazz 4,2213840,[27253],April In Paris,['GN1700'],['Count Basie'],135868,GN1700
['GN1701'],20040923,피아노가 된 나무,1329554,[1512],피아노가 된 나무,['GN1700'],['임인건'],434995,GN1700
['GN1701'],19960528,The Essence Of Erroll Garner,48031,[27479],Avalon,['GN1700'],['Erroll Garner'],587100,GN1700
"['GN1701', 'GN1704']",20080909,You Are My Sunshine!,397380,[5132],All Blues (Miles Davis),['GN1700'],['Swan Kim'],75584,GN1700
"['GN1701', 'GN1702']",20060201,The Best Is Yet To Come,326656,[7125],The Best Is Yet To Come,['GN1700'],['Ella Fitzgerald'],16883,GN1700
['GN1701'],19921106,The Best Of Bobbi Humphrey,359735,[185401],Harlem River Drive,['GN1700'],['Bobbi Humphrey'],541999,GN1700
['GN1701'],20060313,"That Certain Feeling - Richard Rodney Bennett Plays Gershwin, Kern And Other Show-Music Greats",2303088,"[31781, 164392, 32489]","Up With The Lark (Centennial Summer, 1946) (1996 Digital Remaster)",['GN1700'],"['Richard Rodney Bennett', 'Barry Tuckwell', 'Neil Richardson']",669058,GN1700
['GN1701'],20061205,I`d Like A Virgin (Censored),172252,[560471],Are You Gonna Be My Girl?,['GN1700'],['Richard Cheese'],270272,GN1700
['GN1701'],20091123,Give Me That Slow Knowing Smile,2877798,[28300],Sing,['GN1700'],['Lisa Ekdahl'],86881,GN1700
"['GN1701', 'GN1702']",20170721,Rita Reys Today,10095408,[948722],"Baubles, Bangles And Beads",['GN1700'],['Rita Reys'],52052,GN1700
"['GN1701', 'GN1702']",19910000,I Like Jazz: The Essence Of Billie Holiday,28266,[4394],Why Was I Born?,['GN1700'],['Billie Holiday'],611709,GN1700
"['GN1701', 'GN1704']",20050902,Piano Kings,542751,[409807],September In Rio,['GN1700'],['Paolo Birro'],367899,GN1700
"['GN1701', 'GN1702']",0,Frank Sinatra,124229,[17131],Oh What It Seemed To Be,['GN1700'],['Frank Sinatra'],103312,GN1700
"['GN1701', 'GN1704']",20050501,Tin Pan Aliens,2194049,"[50157, 30344, 722871]",Sleeping Mistakes,['GN1700'],"['Hans Ulrik', 'Steve Swallow', 'Jonas Johansen']",513910,GN1700
['GN1701'],20020716,Jazz In Paris : Django`s Blues,343153,[30835],Gipsy With A Song (Take 1 - Instrumental),['GN1700'],['Django Reinhardt'],320891,GN1700
"['GN1701', 'GN1703', 'GN1702']",20090908,Vagabond,678452,[434760],Vagabond,['GN1700'],['Spencer Day'],414945,GN1700
"['GN1701', 'GN1708']",20181010,My Blue Heaven,10209974,[846042],My Blue Heaven,['GN1700'],['The Pasadena Roof Orchestra'],196854,GN1700
['GN1701'],20100201,Blackmagic,2191535,[471664],Promise In Love,['GN1700'],['Jos&#233; James'],596265,GN1700
"['GN1701', 'GN1702']",20171020,I Know I Dream : The Orchestral Sessions (Deluxe Ver.),10104155,[29851],La Rua Madureira,['GN1700'],['Stacey Kent'],425362,GN1700
"['GN1701', 'GN1710']",20170706,느낌 있는 퓨전 재즈 (Sensitive Fusion Jazz),10077050,[980022],Emocao,['GN1700'],['Larry Castle'],217434,GN1700
['GN1701'],20120423,Sun Ship,2258395,[3292],Sun Ship,['GN1700'],['John Coltrane'],152224,GN1700
"['GN1701', 'GN1702']",20180518,Nice `N` Easy,10167727,[177526],Nice `n` Easy,['GN1700'],['Thomas Quasthoff'],352410,GN1700
['GN1701'],20140210,자기 전에 듣는 재즈,2231862,[747806],"조용히,조용히..",['GN1700'],['일상재즈'],423091,GN1700
"['GN1701', 'GN1703']",19990629,Classics In The Key Of G,17090,[2139],In A Sentimental Mood,['GN1700'],['Kenny G'],453405,GN1700
['GN1701'],20150911,Clear Blue Sky,2639697,[790639],Clear Blue Sky,['GN1700'],['모던 스윙즈'],605166,GN1700
"['GN1701', 'GN1710']",20140331,The Jazz Years - The Eighties,2960754,[3658],Jean Pierre (Album Version),['GN1700'],['Miles Davis'],492313,GN1700
"['GN1701', 'GN1702']",20091117,Close To You,111320,[17131],When Your Lover Has Gone,['GN1700'],['Frank Sinatra'],377083,GN1700
['GN1701'],20161216,Joy Christmas! Carol Jazz,10023576,[1202074],Exciting Christmas (Full Length),['GN1700'],['Botabateau'],129742,GN1700
['GN1701'],20070604,To Love Again - Holiday Gift Pack,2876443,[47423],The Christmas Song (Album Version),['GN1700'],['Chris Botti'],371860,GN1700
"['GN1701', 'GN1704']",20041222,Super Standard,2086947,[241964],Summer Night,['GN1700'],['Super Trio'],61580,GN1700
"['GN1701', 'GN1707']",19920900,Danilo Perez,332853,[33536],Panama Libre,['GN1700'],['Danilo Perez'],99007,GN1700
"['GN1701', 'GN1708']",20141008,The 25th Anniversary Of Formation Special Edition Of MJO (Disk1),2292109,[791110],カミン·ホ-ム·ベイビ- / Comin` Home baby,['GN1700'],['Manhattan Jazz Orchestra'],409869,GN1700
['GN1701'],20180531,PEGGY LEE - FOREVER JAZZ HITS Vol.2 (페기 리 재즈 히트 모음),10173674,[28566],"It`s Been A Long, Long Time (From `Things Are Swingin``)",['GN1700'],['Peggy Lee'],300245,GN1700
['GN1701'],19970000,Sample This,63049,[20253],Melodies Of Love ,['GN1700'],['Joe Sample'],538506,GN1700
['GN1701'],20090113,The Summer Knows,475952,[326170],Once Upon A Summertime,['GN1700'],['Louis Van Dijk Trio'],84328,GN1700
"['GN1701', 'GN1706']",20130829,Chopper Revo,2198722,[721235],For Some Reason...,['GN1700'],['The Choppers Revolution'],134421,GN1700
"['GN1701', 'GN1704']",20030801,Minh,32417,[43329],I Just Wanna Stop,['GN1700'],['Chris Minh Doky'],542736,GN1700
"['GN1701', 'GN1708', 'GN1702']",20090320,The Greatest Hits,525156,[14433],Mack The Knife,['GN1700'],['Louis Armstrong'],643370,GN1700
['GN1701'],20160518,Think Away,2685406,[788182],Think I`m In Love,['GN1700'],['달 좋은 밤'],274625,GN1700
"['GN1701', 'GN1706']",20160707,Reborn,2695954,[569251],P`s Trap,['GN1700'],['Masahiko Osaka'],702634,GN1700
"['GN1701', 'GN1703']",20150421,임인건 `All That Jeju`,2314878,[856465],봐사주,['GN1700'],['루아 (Lua)'],533718,GN1700
"['GN1701', 'GN1704']",20130401,My Favourite Things: The John Coltrane Collection,2179854,"[3292, 3658]",Someday My Prince Will Come,['GN1700'],"['John Coltrane', 'Miles Davis']",588662,GN1700
['GN1701'],20170131,All the Best,3613233,[27473],Take the a Train,['GN1700'],['Duke Ellington'],501124,GN1700
"['GN1701', 'GN1704']",20090528,흠,587051,[418100],Someday My Bassman Will Come,['GN1700'],['흠'],623422,GN1700
"['GN1701', 'GN1702']",20150925,The Silver Lining - The Songs Of Jerome Kern,2641956,"[38459, 28459]",I`m Old Fashioned,['GN1700'],"['Bill Charlap', 'Tony Bennett']",636512,GN1700
"['GN1701', 'GN1710']",20110516,"Woody Allen, From Manhattan To Midnight In Paris",2052646,[364313],If I Had You,['GN1700'],['Benny Goodman And His Orchestra'],574489,GN1700
['GN1701'],20091019,Night and Day,4307481,[1104620],Summertime,['GN1700'],['Billy Holiday'],121472,GN1700
['GN1701'],19980428,This Is Jazz #37- George Duke,305623,[24645],Love Reborn,['GN1700'],['George Duke'],312910,GN1700
['GN1701'],20180126,Politely!,10139763,[53178],The Song Is You,['GN1700'],['Keely Smith'],349608,GN1700
"['GN1701', 'GN1708']",19990615,Ellington At Newport 1956 (Complete),314018,[27473],Jeep`s Blues (Studio),['GN1700'],['Duke Ellington'],13879,GN1700
['GN1701'],20170306,30 Greatest Scott Joplin Ragtime Piano Pieces,3988644,[31364],Maple Leaf Rag,['GN1700'],['Scott Joplin'],258831,GN1700
